BGN,1.955775
CHF,1.58715
CYP,0.5853
CZK,24.95911
DKK,7.455995
EEK,15.6466
EUR,1
GBP,0.796095
HUF,251.635625
ISK,127.169635
JPY,152.482155
LTL,3.45298
LVL,0.70252
MKD,61.469435
MTL,0.4293
NOK,8.231245
PLN,3.51293
RON,3.68168
SEK,9.62172
SKK,31.286975
TRY,1.906225
USD,1.47113
