BGN,1.95603
CHF,1.509945
CYP,0.5853
CZK,26.439075
DKK,7.446285
EUR,1
EEK,15.6466
GBP,0.89144
HUF,280.293275
ISK,172.90563
JPY,130.376135
LTL,3.453725
LVL,0.705765
MKD,61.59053
MTL,0.4293
NOK,8.741465
PLN,4.32603
RON,4.237585
SEK,10.622105
SKK,30.126
TRY,2.16196
USD,1.39443
