BGN,1.95
CHF,1.38
CYP,0.59
CZK,25.27
DKK,7.45
EEK,15.65
GBP,0.86
HRK,7.27
HUF,274.72
ISK,164.82
JPY,116.52
LTL,3.44
LVL,0.71
MKD,61.05
MTL,0.43
NOK,8.01
PLN,3.99
RON,4.20
SEK,9.54
SKK,30.13
TRY,2.00
USD,1.33
EUR,1
